Name,Age,Gender,Phone,Email,Product,Price,Order_Date,Payment_Date,Profit
Xena Bartlett,30,Male,1-751-505-7536,xenabartlett8189@google.com,Plavix,225000,2021-07-12 05:49:00 UTC,2021-07-12 07:43:00 UTC,100000
Xena Bartlett,30,Male,1-751-505-7536,xenabartlett8189@google.com,Nexium,270000,2022-02-06 17:45:00 UTC,2022-02-06 20:09:00 UTC,94500
Orli Whitfield,30,Male,1-473-274-5887,orliwhitfield3519@google.net,Azithromycin,125000,2021-06-09 05:06:00 UTC,2021-06-09 07:30:00 UTC,87500
Lillian Ramirez,30,Male,1-702-895-6659,lillianramirez@google.net,Lipitor,100000,2021-11-11 15:08:00 UTC,2021-11-11 17:32:00 UTC,70000
Lillian Ramirez,30,Male,1-702-895-6659,lillianramirez@google.net,Hydrocodone/APAP,200000,2021-12-03 15:08:00 UTC,2021-12-03 17:02:00 UTC,110000
Azalia Bird,31,Female,1-662-865-3833,azaliabird@hotmail.net,Azithromycin,125000,2021-03-04 17:43:00 UTC,2021-03-04 20:06:00 UTC,87500
Blaze Blake,31,Female,(942) 162-0554,blazeblake@hotmail.com,Hydrocodone/APAP,200000,2021-08-26 01:39:00 UTC,2021-08-26 04:03:00 UTC,110000
Blaze Blake,31,Female,(942) 162-0554,blazeblake@hotmail.com,Synthroid,150000,2021-10-27 01:39:00 UTC,2021-10-27 03:33:00 UTC,105000
Blaze Blake,31,Female,(942) 162-0554,blazeblake@hotmail.com,Simvastatin,110000,2021-12-11 01:39:00 UTC,2021-12-11 03:33:00 UTC,77000
Blaze Blake,31,Female,(942) 162-0554,blazeblake@hotmail.com,Synthroid,150000,2021-12-31 15:22:00 UTC,2021-12-31 17:45:00 UTC,105000
Pascale Gay,31,Female,(954) 946-7849,pascalegay@icloud.com,LevothyroxineSodium,75000,2021-10-12 08:55:00 UTC,2021-10-12 11:19:00 UTC,45000
Pascale Gay,31,Female,(954) 946-7849,pascalegay@icloud.com,LevothyroxineSodium,75000,2021-11-03 08:55:00 UTC,2021-11-03 10:49:00 UTC,45000
Abra Camacho,31,Male,(667) 237-6346,abracamacho2707@icloud.com,Singulair,50000,2021-09-13 07:48:00 UTC,2021-09-13 10:12:00 UTC,40000
Abra Camacho,31,Male,(667) 237-6346,abracamacho2707@icloud.com,Singulair,50000,2021-11-14 07:48:00 UTC,2021-11-14 09:42:00 UTC,40000
Abra Camacho,31,Male,(667) 237-6346,abracamacho2707@icloud.com,Plavix,225000,2022-01-16 07:48:00 UTC,2022-01-16 09:42:00 UTC,100000
Zena Hawkins,31,Female,1-686-282-5347,zenahawkins@google.net,Azithromycin,125000,2021-02-19 07:40:00 UTC,2021-02-19 10:04:00 UTC,87500
Zena Hawkins,31,Female,1-686-282-5347,zenahawkins@google.net,Hydrocodone/APAP,200000,2021-03-31 07:40:00 UTC,2021-03-31 09:34:00 UTC,110000
Zena Hawkins,31,Female,1-686-282-5347,zenahawkins@google.net,Nexium,270000,2021-05-02 07:40:00 UTC,2021-05-02 09:34:00 UTC,94500
Stacey Pruitt,31,Male,(373) 701-2925,staceypruitt1001@hotmail.org,Hydrocodone/APAP,200000,2022-01-03 06:04:00 UTC,2022-01-03 08:28:00 UTC,110000
Thomas Chavez,31,Male,(328) 353-2408,thomaschavez1315@icloud.com,Singulair,50000,2021-08-16 09:01:00 UTC,2021-08-16 11:24:00 UTC,40000
Thomas Chavez,31,Male,(328) 353-2408,thomaschavez1315@icloud.com,Simvastatin,110000,2021-10-17 09:01:00 UTC,2021-10-17 10:54:00 UTC,77000
Cathleen Mooney,31,Male,1-388-937-2945,cathleenmooney9311@icloud.net,Plavix,225000,2022-03-08 15:24:00 UTC,2022-03-08 17:17:00 UTC,100000
Tamekah Campbell,31,Female,(503) 583-7646,tamekahcampbell@icloud.com,Lipitor,100000,2021-07-30 16:31:00 UTC,2021-07-30 18:55:00 UTC,70000
Tamekah Campbell,31,Female,(503) 583-7646,tamekahcampbell@icloud.com,Synthroid,150000,2021-09-08 16:31:00 UTC,2021-09-08 18:25:00 UTC,105000
Jin Wong,32,Female,1-928-666-4066,jinwong@icloud.com,Crestor,85000,2021-05-04 05:06:00 UTC,2021-05-04 07:29:00 UTC,59500
Jin Wong,32,Female,1-928-666-4066,jinwong@icloud.com,LevothyroxineSodium,75000,2021-06-13 05:06:00 UTC,2021-06-13 06:59:00 UTC,45000
Jin Wong,32,Female,1-928-666-4066,jinwong@icloud.com,Hydrocodone/APAP,200000,2021-07-28 05:06:00 UTC,2021-07-28 06:59:00 UTC,110000
Jin Curry,32,Male,1-302-985-1213,jincurry@hotmail.net,Simvastatin,110000,2021-12-06 06:02:00 UTC,2021-12-06 08:25:00 UTC,77000
Aimee Noble,32,Female,(653) 678-1667,aimeenoble@hotmail.com,Metoprolol Tartrate,175000,2021-07-02 00:14:00 UTC,2021-07-02 02:37:00 UTC,140000
Nola Cherry,32,Female,(985) 583-1132,nolacherry@google.net,Hydrocodone/APAP,200000,2021-08-19 09:41:00 UTC,2021-08-19 12:05:00 UTC,110000
Nola Cherry,32,Female,(985) 583-1132,nolacherry@google.net,Lipitor,100000,2021-10-20 09:41:00 UTC,2021-10-20 11:34:00 UTC,70000
Nola Cherry,32,Female,(985) 583-1132,nolacherry@google.net,LevothyroxineSodium,75000,2021-12-21 09:45:00 UTC,2021-12-21 11:38:00 UTC,45000
Hillary Kirk,32,Male,1-531-497-1288,hillarykirk@google.org,Azithromycin,125000,2022-03-02 00:04:00 UTC,2022-03-02 01:58:00 UTC,87500
Brenden Small,32,Female,1-981-351-4719,brendensmall6648@hotmail.org,Singulair,50000,2021-04-22 13:29:00 UTC,2021-04-22 15:52:00 UTC,40000
Brenden Small,32,Female,1-981-351-4719,brendensmall6648@hotmail.org,Metoprolol Tartrate,175000,2021-06-01 13:29:00 UTC,2021-06-01 15:22:00 UTC,140000
Brenden Small,32,Female,1-981-351-4719,brendensmall6648@hotmail.org,LevothyroxineSodium,75000,2021-08-30 13:29:00 UTC,2021-08-30 15:22:00 UTC,45000
Brenden Small,32,Female,1-981-351-4719,brendensmall6648@hotmail.org,Plavix,225000,2021-11-14 13:29:00 UTC,2021-11-14 15:22:00 UTC,100000
Kelly Wiggins,32,Male,1-472-576-6611,kellywiggins@icloud.org,Synthroid,150000,2022-02-28 01:48:00 UTC,2022-02-28 04:12:00 UTC,105000
Lance Barrera,32,Female,1-403-902-4171,lancebarrera325@icloud.com,Plavix,225000,2021-10-28 08:38:00 UTC,2021-10-28 11:02:00 UTC,100000
Lance Barrera,32,Female,1-403-902-4171,lancebarrera325@icloud.com,LevothyroxineSodium,75000,2021-11-19 08:38:00 UTC,2021-11-19 10:32:00 UTC,45000
Micah Macdonald,32,Female,(878) 823-1454,micahmacdonald1222@google.org,Nexium,270000,2021-07-24 20:55:00 UTC,2021-07-24 23:19:00 UTC,94500
Micah Macdonald,32,Female,(878) 823-1454,micahmacdonald1222@google.org,Plavix,225000,2021-09-02 20:55:00 UTC,2021-09-02 22:49:00 UTC,100000
Micah Macdonald,32,Female,(878) 823-1454,micahmacdonald1222@google.org,Hydrocodone/APAP,200000,2021-10-17 20:55:00 UTC,2021-10-17 22:49:00 UTC,110000
Micah Macdonald,32,Female,(878) 823-1454,micahmacdonald1222@google.org,Hydrocodone/APAP,200000,2021-12-17 13:50:00 UTC,2021-12-17 16:14:00 UTC,110000
Geraldine Booker,32,Female,1-628-971-9606,geraldinebooker@hotmail.net,Azithromycin,125000,2021-10-17 19:10:00 UTC,2021-10-17 21:34:00 UTC,87500
Geraldine Booker,32,Female,1-628-971-9606,geraldinebooker@hotmail.net,Plavix,225000,2021-11-08 19:10:00 UTC,2021-11-08 21:04:00 UTC,100000
Geraldine Booker,32,Female,1-628-971-9606,geraldinebooker@hotmail.net,Crestor,85000,2021-12-17 07:23:00 UTC,2021-12-17 09:17:00 UTC,59500
Jordan Cleveland,32,Female,1-697-355-3360,jordancleveland@hotmail.net,Simvastatin,110000,2021-04-12 11:01:00 UTC,2021-04-12 13:24:00 UTC,77000
Jordan Cleveland,32,Female,1-697-355-3360,jordancleveland@hotmail.net,Azithromycin,125000,2021-05-22 11:01:00 UTC,2021-05-22 12:54:00 UTC,87500
Jordan Cleveland,32,Female,1-697-355-3360,jordancleveland@hotmail.net,Lipitor,100000,2021-06-23 11:01:00 UTC,2021-06-23 12:54:00 UTC,70000
Ila Lyons,33,Female,(944) 767-7737,ilalyons@google.org,Singulair,50000,2021-10-29 15:28:00 UTC,2021-10-29 17:52:00 UTC,40000
Ila Lyons,33,Female,(944) 767-7737,ilalyons@google.org,LevothyroxineSodium,75000,2021-11-20 15:28:00 UTC,2021-11-20 17:22:00 UTC,45000
Mona Ryan,33,Male,1-789-271-9291,monaryan@icloud.net,Hydrocodone/APAP,200000,2021-10-02 11:39:00 UTC,2021-10-02 14:03:00 UTC,110000
Mona Ryan,33,Male,1-789-271-9291,monaryan@icloud.net,Hydrocodone/APAP,200000,2021-10-24 11:39:00 UTC,2021-10-24 13:33:00 UTC,110000
Mona Ryan,33,Male,1-789-271-9291,monaryan@icloud.net,Synthroid,150000,2021-11-16 11:39:00 UTC,2021-11-16 13:33:00 UTC,105000
Mona Ryan,33,Male,1-789-271-9291,monaryan@icloud.net,Hydrocodone/APAP,200000,2021-12-27 15:41:00 UTC,2021-12-27 17:35:00 UTC,110000
Cain Munoz,33,Female,1-386-652-1151,cainmunoz190@icloud.org,Nexium,270000,2021-03-14 00:48:00 UTC,2021-03-14 03:12:00 UTC,94500
Hiram Hull,33,Female,1-703-417-2383,hiramhull@icloud.org,LevothyroxineSodium,75000,2021-07-06 14:19:00 UTC,2021-07-06 16:43:00 UTC,45000
Idona Rowe,33,Male,(615) 961-6682,idonarowe@hotmail.org,Lipitor,100000,2021-01-19 15:59:00 UTC,2021-01-19 18:23:00 UTC,70000
Idona Rowe,33,Male,(615) 961-6682,idonarowe@hotmail.org,LevothyroxineSodium,75000,2022-01-30 06:10:00 UTC,2022-01-30 08:34:00 UTC,45000
Gail Benton,33,Male,(600) 727-2742,gailbenton@icloud.net,Nexium,270000,2021-09-14 00:30:00 UTC,2021-09-14 02:54:00 UTC,94500
Gail Benton,33,Male,(600) 727-2742,gailbenton@icloud.net,Simvastatin,110000,2021-11-15 00:30:00 UTC,2021-11-15 02:24:00 UTC,77000
Gail Benton,33,Male,(600) 727-2742,gailbenton@icloud.net,Singulair,50000,2022-01-17 00:30:00 UTC,2022-01-17 02:24:00 UTC,40000
Lane Mccall,33,Female,1-199-348-5815,lanemccall6662@hotmail.net,Metoprolol Tartrate,175000,2021-11-06 22:09:00 UTC,2021-11-07 00:33:00 UTC,140000
Lane Mccall,33,Female,1-199-348-5815,lanemccall6662@hotmail.net,Plavix,225000,2021-11-28 22:09:00 UTC,2021-11-29 00:03:00 UTC,100000
Abdul Juarez,33,Male,(251) 274-9585,abduljuarez@hotmail.net,Crestor,85000,2021-10-28 04:18:00 UTC,2021-10-28 06:42:00 UTC,59500
Abdul Juarez,33,Male,(251) 274-9585,abduljuarez@hotmail.net,Crestor,85000,2021-11-19 04:18:00 UTC,2021-11-19 06:12:00 UTC,59500
Latifah Nash,33,Female,1-744-777-2147,latifahnash5522@hotmail.org,Metoprolol Tartrate,175000,2021-10-23 05:26:00 UTC,2021-10-23 07:50:00 UTC,140000
Latifah Nash,33,Female,1-744-777-2147,latifahnash5522@hotmail.org,Nexium,270000,2021-11-14 05:26:00 UTC,2021-11-14 07:20:00 UTC,94500
Latifah Nash,33,Female,1-744-777-2147,latifahnash5522@hotmail.org,Plavix,225000,2021-12-23 21:44:00 UTC,2021-12-23 23:38:00 UTC,100000
Dustin Dunlap,33,Female,1-519-874-6551,dustindunlap@hotmail.com,Azithromycin,125000,2021-10-13 09:44:00 UTC,2021-10-13 12:08:00 UTC,87500
Dustin Dunlap,33,Female,1-519-874-6551,dustindunlap@hotmail.com,Nexium,270000,2021-11-04 09:44:00 UTC,2021-11-04 11:38:00 UTC,94500
Mikayla Welch,33,Male,1-433-577-2483,mikaylawelch@google.org,Azithromycin,125000,2021-07-04 02:02:00 UTC,2021-07-04 04:26:00 UTC,87500
Baxter Cabrera,33,Male,1-301-955-3411,baxtercabrera2748@hotmail.net,Plavix,225000,2021-11-04 07:35:00 UTC,2021-11-04 09:59:00 UTC,100000
Baxter Cabrera,33,Male,1-301-955-3411,baxtercabrera2748@hotmail.net,LevothyroxineSodium,75000,2021-11-26 07:35:00 UTC,2021-11-26 09:29:00 UTC,45000
Breanna Hansen,33,Male,1-293-763-2528,breannahansen5449@icloud.net,Simvastatin,110000,2021-11-19 04:37:00 UTC,2021-11-19 07:01:00 UTC,77000
Breanna Hansen,33,Male,1-293-763-2528,breannahansen5449@icloud.net,Lipitor,100000,2021-12-11 04:37:00 UTC,2021-12-11 06:30:00 UTC,70000
Merrill Burton,33,Female,1-481-551-6055,merrillburton3666@google.org,Hydrocodone/APAP,200000,2021-02-13 02:04:00 UTC,2021-02-13 04:28:00 UTC,110000
Merrill Burton,33,Female,1-481-551-6055,merrillburton3666@google.org,Crestor,85000,2022-02-21 06:56:00 UTC,2022-02-21 09:19:00 UTC,59500
Nicole Garrett,33,Male,(547) 139-7146,nicolegarrett@hotmail.org,Plavix,225000,2021-09-05 03:56:00 UTC,2021-09-05 06:20:00 UTC,100000
Nicole Garrett,33,Male,(547) 139-7146,nicolegarrett@hotmail.org,Metoprolol Tartrate,175000,2021-11-06 03:56:00 UTC,2021-11-06 05:50:00 UTC,140000
Nicole Garrett,33,Male,(547) 139-7146,nicolegarrett@hotmail.org,LevothyroxineSodium,75000,2022-01-10 03:56:00 UTC,2022-01-10 05:50:00 UTC,45000
Quentin Powell,33,Female,(874) 678-5895,quentinpowell1611@icloud.com,Lipitor,100000,2021-08-03 05:43:00 UTC,2021-08-03 08:07:00 UTC,70000
Quentin Powell,33,Female,(874) 678-5895,quentinpowell1611@icloud.com,Metoprolol Tartrate,175000,2021-09-12 05:43:00 UTC,2021-09-12 07:37:00 UTC,140000
Howard Guerrero,33,Male,1-382-780-5147,howardguerrero@icloud.net,Singulair,50000,2021-08-28 04:21:00 UTC,2021-08-28 06:44:00 UTC,40000
Howard Guerrero,33,Male,1-382-780-5147,howardguerrero@icloud.net,Synthroid,150000,2021-10-29 04:21:00 UTC,2021-10-29 06:14:00 UTC,105000
Howard Guerrero,33,Male,1-382-780-5147,howardguerrero@icloud.net,Hydrocodone/APAP,200000,2021-12-13 04:21:00 UTC,2021-12-13 06:14:00 UTC,110000
Howard Guerrero,33,Male,1-382-780-5147,howardguerrero@icloud.net,Crestor,85000,2022-01-12 04:21:00 UTC,2022-01-12 06:14:00 UTC,59500
Camille Mcdonald,33,Male,(662) 233-6882,camillemcdonald1177@icloud.net,Crestor,85000,2021-05-06 12:33:00 UTC,2021-05-06 14:57:00 UTC,59500
Camille Mcdonald,33,Male,(662) 233-6882,camillemcdonald1177@icloud.net,Metoprolol Tartrate,175000,2021-06-15 12:33:00 UTC,2021-06-15 14:27:00 UTC,140000
Camille Mcdonald,33,Male,(662) 233-6882,camillemcdonald1177@icloud.net,LevothyroxineSodium,75000,2021-07-30 12:33:00 UTC,2021-07-30 14:27:00 UTC,45000
Camille Mcdonald,33,Male,(662) 233-6882,camillemcdonald1177@icloud.net,Metoprolol Tartrate,175000,2021-10-14 12:33:00 UTC,2021-10-14 14:27:00 UTC,140000
Karly Cruz,34,Male,1-493-454-3017,karlycruz1406@icloud.com,Plavix,225000,2021-08-16 08:10:00 UTC,2021-08-16 10:34:00 UTC,100000
Karly Cruz,34,Male,1-493-454-3017,karlycruz1406@icloud.com,Lipitor,100000,2021-10-17 08:10:00 UTC,2021-10-17 10:03:00 UTC,70000
Drew Daniel,34,Female,(736) 847-7908,drewdaniel@google.com,Singulair,50000,2021-02-12 02:57:00 UTC,2021-02-12 05:21:00 UTC,40000
Drew Daniel,34,Female,(736) 847-7908,drewdaniel@google.com,Simvastatin,110000,2022-02-19 06:53:00 UTC,2022-02-19 09:17:00 UTC,77000
Holly Ayers,34,Male,(191) 274-7384,hollyayers@icloud.net,Nexium,270000,2021-10-01 02:53:00 UTC,2021-10-01 05:17:00 UTC,94500
Holly Ayers,34,Male,(191) 274-7384,hollyayers@icloud.net,Metoprolol Tartrate,175000,2021-10-23 02:53:00 UTC,2021-10-23 04:47:00 UTC,140000
Holly Ayers,34,Male,(191) 274-7384,hollyayers@icloud.net,LevothyroxineSodium,75000,2021-11-15 02:53:00 UTC,2021-11-15 04:47:00 UTC,45000
Holly Ayers,34,Male,(191) 274-7384,hollyayers@icloud.net,Singulair,50000,2021-12-23 04:13:00 UTC,2021-12-23 06:07:00 UTC,40000
Wynne Hines,34,Female,1-717-441-7783,wynnehines@google.org,Azithromycin,125000,2021-12-10 04:29:00 UTC,2021-12-10 06:53:00 UTC,87500
Yvonne Stout,34,Female,(141) 597-0402,yvonnestout@hotmail.org,Nexium,270000,2021-08-29 21:13:00 UTC,2021-08-29 23:36:00 UTC,94500
Yvonne Stout,34,Female,(141) 597-0402,yvonnestout@hotmail.org,Lipitor,100000,2021-10-30 21:13:00 UTC,2021-10-30 23:06:00 UTC,70000
Yvonne Stout,34,Female,(141) 597-0402,yvonnestout@hotmail.org,Singulair,50000,2021-12-14 21:13:00 UTC,2021-12-14 23:06:00 UTC,40000
Yvonne Stout,34,Female,(141) 597-0402,yvonnestout@hotmail.org,Nexium,270000,2022-01-13 21:13:00 UTC,2022-01-13 23:06:00 UTC,94500
Aspen Mcmahon,34,Male,(694) 928-0053,aspenmcmahon3606@hotmail.com,Singulair,50000,2021-10-25 10:21:00 UTC,2021-10-25 12:45:00 UTC,40000
Aspen Mcmahon,34,Male,(694) 928-0053,aspenmcmahon3606@hotmail.com,Crestor,85000,2021-11-16 10:21:00 UTC,2021-11-16 12:15:00 UTC,59500
Aspen Mcmahon,34,Male,(694) 928-0053,aspenmcmahon3606@hotmail.com,Lipitor,100000,2021-12-28 11:44:00 UTC,2021-12-28 13:37:00 UTC,70000
Bruce Parsons,34,Female,1-485-746-1347,bruceparsons@hotmail.org,Synthroid,150000,2021-03-23 01:10:00 UTC,2021-03-23 03:34:00 UTC,105000
Bruce Parsons,34,Female,1-485-746-1347,bruceparsons@hotmail.org,Crestor,85000,2021-05-02 01:10:00 UTC,2021-05-02 03:04:00 UTC,59500
Bruce Parsons,34,Female,1-485-746-1347,bruceparsons@hotmail.org,Lipitor,100000,2021-06-03 01:10:00 UTC,2021-06-03 03:04:00 UTC,70000
Fallon Hunter,34,Male,1-354-636-4248,fallonhunter@google.net,Nexium,270000,2021-10-10 01:51:00 UTC,2021-10-10 04:15:00 UTC,94500
Fallon Hunter,34,Male,1-354-636-4248,fallonhunter@google.net,Plavix,225000,2021-11-01 01:51:00 UTC,2021-11-01 03:45:00 UTC,100000
Slade Swanson,34,Male,(856) 759-1278,sladeswanson@hotmail.org,Plavix,225000,2021-02-12 22:31:00 UTC,2021-02-13 00:55:00 UTC,100000
Slade Swanson,34,Male,(856) 759-1278,sladeswanson@hotmail.org,Plavix,225000,2022-02-20 21:33:00 UTC,2022-02-20 23:26:00 UTC,100000
Uriah Summers,34,Male,1-611-168-9714,uriahsummers@google.com,Nexium,270000,2021-02-23 07:07:00 UTC,2021-02-23 09:30:00 UTC,94500
Wilma Mckenzie,34,Male,1-869-827-1831,wilmamckenzie8227@icloud.com,Crestor,85000,2022-03-11 06:10:00 UTC,2022-03-11 08:04:00 UTC,59500
Yardley Houston,34,Male,(888) 636-3446,yardleyhouston@google.org,Singulair,50000,2021-11-29 17:39:00 UTC,2021-11-29 20:02:00 UTC,40000
Fletcher Clemons,34,Female,1-334-858-4786,fletcherclemons4223@google.net,LevothyroxineSodium,75000,2021-09-14 11:44:00 UTC,2021-09-14 14:07:00 UTC,45000
Fletcher Clemons,34,Female,1-334-858-4786,fletcherclemons4223@google.net,Hydrocodone/APAP,200000,2021-11-15 11:44:00 UTC,2021-11-15 13:37:00 UTC,110000
Lillith Erickson,34,Female,(637) 583-3528,lillitherickson@google.net,Crestor,85000,2021-03-01 02:15:00 UTC,2021-03-01 04:38:00 UTC,59500
Elmo Lynn,35,Female,(643) 139-6161,elmolynn3860@hotmail.org,Synthroid,150000,2021-01-26 14:46:00 UTC,2021-01-26 17:10:00 UTC,105000
Elmo Lynn,35,Female,(643) 139-6161,elmolynn3860@hotmail.org,Hydrocodone/APAP,200000,2021-03-07 14:46:00 UTC,2021-03-07 16:40:00 UTC,110000
Elmo Lynn,35,Female,(643) 139-6161,elmolynn3860@hotmail.org,Synthroid,150000,2021-04-08 14:46:00 UTC,2021-04-08 16:40:00 UTC,105000
Elmo Lynn,35,Female,(643) 139-6161,elmolynn3860@hotmail.org,Nexium,270000,2022-02-03 21:49:00 UTC,2022-02-04 00:13:00 UTC,94500
Knox Ward,35,Female,(344) 276-9237,knoxward3835@google.com,Simvastatin,110000,2021-02-07 19:16:00 UTC,2021-02-07 21:40:00 UTC,77000
Knox Ward,35,Female,(344) 276-9237,knoxward3835@google.com,Nexium,270000,2021-03-19 19:16:00 UTC,2021-03-19 21:09:00 UTC,94500
Knox Ward,35,Female,(344) 276-9237,knoxward3835@google.com,Simvastatin,110000,2022-02-12 06:04:00 UTC,2022-02-12 07:57:00 UTC,77000
Kyra Gates,35,Female,1-815-747-8595,kyragates7336@google.com,Plavix,225000,2021-04-02 04:13:00 UTC,2021-04-02 06:37:00 UTC,100000
Kyra Gates,35,Female,1-815-747-8595,kyragates7336@google.com,Lipitor,100000,2021-05-12 04:13:00 UTC,2021-05-12 06:07:00 UTC,70000
Kyra Gates,35,Female,1-815-747-8595,kyragates7336@google.com,Nexium,270000,2021-06-13 04:13:00 UTC,2021-06-13 06:07:00 UTC,94500
Kyra Gates,35,Female,1-815-747-8595,kyragates7336@google.com,Simvastatin,110000,2021-09-11 04:13:00 UTC,2021-09-11 06:07:00 UTC,77000
Marah Rice,35,Female,1-428-282-9257,marahrice@hotmail.com,Azithromycin,125000,2021-02-12 23:05:00 UTC,2021-02-13 01:29:00 UTC,87500
Marah Rice,35,Female,1-428-282-9257,marahrice@hotmail.com,Nexium,270000,2022-02-20 21:42:00 UTC,2022-02-20 23:36:00 UTC,94500
Blake Cherry,35,Male,(422) 449-2863,blakecherry@google.com,Azithromycin,125000,2021-07-19 20:17:00 UTC,2021-07-19 22:41:00 UTC,87500
Claire Greer,35,Male,(732) 472-4137,clairegreer7371@google.org,Synthroid,150000,2021-03-31 23:46:00 UTC,2021-04-01 02:10:00 UTC,105000
Claire Greer,35,Male,(732) 472-4137,clairegreer7371@google.org,Synthroid,150000,2021-05-10 23:46:00 UTC,2021-05-11 01:40:00 UTC,105000
Cooper Weber,35,Male,(179) 265-8676,cooperweber@google.com,Crestor,85000,2021-08-26 19:48:00 UTC,2021-08-26 22:12:00 UTC,59500
Cooper Weber,35,Male,(179) 265-8676,cooperweber@google.com,Synthroid,150000,2021-10-27 19:48:00 UTC,2021-10-27 21:42:00 UTC,105000
Cooper Weber,35,Male,(179) 265-8676,cooperweber@google.com,Hydrocodone/APAP,200000,2021-12-11 19:48:00 UTC,2021-12-11 21:42:00 UTC,110000
Cooper Weber,35,Male,(179) 265-8676,cooperweber@google.com,Simvastatin,110000,2022-01-10 19:48:00 UTC,2022-01-10 21:42:00 UTC,77000
Ivory Melton,35,Male,(586) 710-3602,ivorymelton9560@google.net,Metoprolol Tartrate,175000,2021-04-13 19:15:00 UTC,2021-04-13 21:39:00 UTC,140000
Ivory Melton,35,Male,(586) 710-3602,ivorymelton9560@google.net,Synthroid,150000,2021-05-23 19:15:00 UTC,2021-05-23 21:09:00 UTC,105000
Ivory Melton,35,Male,(586) 710-3602,ivorymelton9560@google.net,Crestor,85000,2021-06-24 19:15:00 UTC,2021-06-24 21:09:00 UTC,59500
Lunea Mccray,35,Female,(576) 211-8486,luneamccray@hotmail.net,Nexium,270000,2022-03-26 13:34:00 UTC,2022-03-26 15:58:00 UTC,94500
Mona Morales,35,Male,1-672-324-7916,monamorales@google.com,Crestor,85000,2021-04-03 04:45:00 UTC,2021-04-03 07:09:00 UTC,59500
Mona Morales,35,Male,1-672-324-7916,monamorales@google.com,Hydrocodone/APAP,200000,2021-05-13 04:45:00 UTC,2021-05-13 06:39:00 UTC,110000
Mona Morales,35,Male,1-672-324-7916,monamorales@google.com,Crestor,85000,2021-06-14 04:45:00 UTC,2021-06-14 06:39:00 UTC,59500
Mona Morales,35,Male,1-672-324-7916,monamorales@google.com,Hydrocodone/APAP,200000,2021-09-12 04:45:00 UTC,2021-09-12 06:39:00 UTC,110000
Quinn Hewitt,35,Male,1-931-833-3215,quinnhewitt@icloud.org,Lipitor,100000,2022-03-15 04:41:00 UTC,2022-03-15 07:05:00 UTC,70000
Tasha Dunlap,35,Female,(512) 578-2862,tashadunlap7498@google.org,LevothyroxineSodium,75000,2021-08-30 17:11:00 UTC,2021-08-30 19:34:00 UTC,45000
Tasha Dunlap,35,Female,(512) 578-2862,tashadunlap7498@google.org,Synthroid,150000,2021-10-31 17:11:00 UTC,2021-10-31 19:04:00 UTC,105000
Tasha Dunlap,35,Female,(512) 578-2862,tashadunlap7498@google.org,Azithromycin,125000,2021-12-15 17:11:00 UTC,2021-12-15 19:04:00 UTC,87500
Tasha Dunlap,35,Female,(512) 578-2862,tashadunlap7498@google.org,Lipitor,100000,2022-01-14 17:11:00 UTC,2022-01-14 19:04:00 UTC,70000
Ezekiel Solis,35,Male,(942) 171-3365,ezekielsolis2948@google.org,Synthroid,150000,2021-04-23 16:01:00 UTC,2021-04-23 18:25:00 UTC,105000
Ezekiel Solis,35,Male,(942) 171-3365,ezekielsolis2948@google.org,Synthroid,150000,2021-06-02 16:01:00 UTC,2021-06-02 17:55:00 UTC,105000
Ezekiel Solis,35,Male,(942) 171-3365,ezekielsolis2948@google.org,Plavix,225000,2021-07-17 16:01:00 UTC,2021-07-17 17:55:00 UTC,100000
Ezekiel Solis,35,Male,(942) 171-3365,ezekielsolis2948@google.org,Metoprolol Tartrate,175000,2021-10-01 16:01:00 UTC,2021-10-01 17:55:00 UTC,140000
Gil Whitehead,35,Male,(136) 498-2310,gilwhitehead2543@google.com,Singulair,50000,2021-07-18 09:16:00 UTC,2021-07-18 11:40:00 UTC,40000
Amelia Stevens,35,Female,1-517-924-4976,ameliastevens3977@hotmail.org,Metoprolol Tartrate,175000,2021-08-05 18:05:00 UTC,2021-08-05 20:29:00 UTC,140000
Amelia Stevens,35,Female,1-517-924-4976,ameliastevens3977@hotmail.org,LevothyroxineSodium,75000,2021-09-14 18:05:00 UTC,2021-09-14 19:59:00 UTC,45000
Germane Dawson,35,Male,1-822-854-2675,germanedawson5053@icloud.com,Synthroid,150000,2022-03-08 06:06:00 UTC,2022-03-08 08:30:00 UTC,105000
Griffin Maxwell,35,Male,(215) 379-4001,griffinmaxwell@google.org,Metoprolol Tartrate,175000,2022-03-11 09:23:00 UTC,2022-03-11 11:47:00 UTC,140000
Rhiannon Butler,35,Female,(722) 648-5423,rhiannonbutler6553@hotmail.com,Metoprolol Tartrate,175000,2021-05-05 22:46:00 UTC,2021-05-06 01:10:00 UTC,140000
Rhiannon Butler,35,Female,(722) 648-5423,rhiannonbutler6553@hotmail.com,Hydrocodone/APAP,200000,2021-06-14 22:46:00 UTC,2021-06-15 00:40:00 UTC,110000
Rhiannon Butler,35,Female,(722) 648-5423,rhiannonbutler6553@hotmail.com,Lipitor,100000,2021-07-29 22:46:00 UTC,2021-07-30 00:40:00 UTC,70000
Adele Pennington,35,Male,1-450-175-1454,adelepennington5948@icloud.com,Nexium,270000,2021-11-10 18:44:00 UTC,2021-11-10 21:08:00 UTC,94500
